config_name,timestamp,num_steps_config,imsize_config,style_weight_config,content_weight_config,style_image_path,loop_time_s,fps_calculated,final_weighted_style_loss,final_weighted_content_loss,convergence_detail_steps
webcam_steps10_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459486.8346636,10,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,0.3554060459136963,2.692814737630097,1016.0191995964851,29.058786392211914,4
webcam_steps10_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459487.2136486,10,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,0.359771728515625,2.661310309514055,1057.8468118183082,28.632822036743164,4
webcam_steps10_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459487.5854018,10,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,0.3605067729949951,2.661310309514055,902.435142052127,28.769474029541016,4
webcam_steps10_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459487.9602704,10,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,0.3654813766479492,2.661310309514055,1035.0869124522433,28.511510848999023,4
webcam_steps10_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459488.3344274,10,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,0.36290526390075684,2.676710161295092,984.2751132964622,29.240493774414062,4
webcam_steps10_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459488.7092516,10,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,0.3608889579772949,2.676710161295092,1118.9712895429693,28.600643157958984,4
webcam_steps10_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459489.0755384,10,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,0.35178422927856445,2.676710161295092,980.1608830457553,28.912004470825195,4
webcam_steps10_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459489.4462614,10,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,0.3605461120605469,2.70313493233952,951.8551578366896,29.053646087646484,4
webcam_steps10_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459489.8178294,10,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,0.35155296325683594,2.70313493233952,1004.5880990219302,29.197952270507812,4
webcam_steps10_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459490.1952517,10,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,0.35935378074645996,2.70313493233952,1006.1251996376086,29.199247360229492,4
webcam_steps10_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459490.5706809,10,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,0.3528404235839844,2.663279003444529,962.4913182051387,29.02468490600586,4
webcam_steps10_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459490.947025,10,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,0.3645472526550293,2.663279003444529,951.7678154224996,28.838275909423828,4
webcam_steps10_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459491.32158,10,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,0.3598473072052002,2.663279003444529,1086.0104121093173,28.986717224121094,4
webcam_steps10_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459491.6823268,10,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,0.35491418838500977,2.6987009984384187,1062.1728324622381,28.850095748901367,4
webcam_steps10_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459492.0449271,10,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,0.35187530517578125,2.6987009984384187,962.2723737265915,29.557418823242188,4
webcam_steps10_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459492.4367297,10,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,0.37874460220336914,2.6987009984384187,1029.318471410079,29.180021286010742,4
webcam_steps10_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459492.809799,10,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,0.36597394943237305,2.6608195753781856,959.4421335350489,29.48062515258789,4
webcam_steps10_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459493.1731417,10,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,0.35782933235168457,2.6608195753781856,982.5321794778574,29.206268310546875,4
webcam_steps10_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459493.523009,10,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,0.3450462818145752,2.6608195753781856,1070.5986569519155,28.76304054260254,4
webcam_steps10_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459493.8811235,10,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,0.34781360626220703,2.802885992600133,1041.3938944111578,29.401981353759766,4
webcam_steps200_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459720.3069606,200,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,11.173924684524536,0.08944863858866847,7.162740644162113,22.646934509277344,44
webcam_steps200_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459730.297311,200,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,9.945840835571289,0.10009658835459889,7.213417461571225,23.432273864746094,44
webcam_steps200_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459740.7876613,200,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,10.484872817993164,0.0953257018601801,7.474405947505147,23.45977783203125,44
webcam_steps200_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459750.7010076,200,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,9.895167350769043,0.10087411159533374,7.702557866196003,22.99099349975586,44
webcam_steps200_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459760.5974326,200,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,9.884732246398926,0.10104658996692614,7.2347982609244355,22.908432006835938,44
webcam_steps200_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459770.7336757,200,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,10.125438928604126,0.09865588163657633,7.2805136710485385,22.838207244873047,44
webcam_steps200_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459780.738097,200,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,9.992307901382446,0.09995580719736415,6.831115967997903,22.735607147216797,44
webcam_steps200_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459790.6086957,200,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,9.859006643295288,0.10132307375884185,7.588258768009837,22.787832260131836,44
webcam_steps200_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459800.562064,200,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,9.948642492294312,0.10045660853706716,6.986985624735098,22.431583404541016,44
webcam_steps200_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459810.5922384,200,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,10.016581058502197,0.099699162823056,7.986954926764156,23.190021514892578,44
