config_name,timestamp,num_steps_config,imsize_config,style_weight_config,content_weight_config,style_image_path,loop_time_s,fps_calculated,final_weighted_style_loss,final_weighted_content_loss,convergence_detail_steps
webcam_steps10_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459482.2980182,10,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,0.9062373638153076,0.0,1361.8228658742737,26.863357543945312,4
webcam_steps10_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459482.7229264,10,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,0.3809795379638672,1.4945634473523486,1205.248187034158,26.594362258911133,4
webcam_steps10_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459483.0860846,10,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,0.3566429615020752,1.4945634473523486,939.2350330017507,27.415136337280273,4
webcam_steps10_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459483.4716983,10,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,0.3661324977874756,1.4945634473523486,1061.0470235405955,28.239669799804688,4
webcam_steps10_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459483.8595636,10,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,0.37114953994750977,2.639364584736089,1099.4077783834655,28.412494659423828,4
webcam_steps10_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459484.2240248,10,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,0.35578083992004395,2.639364584736089,986.7293229035567,28.751399993896484,4
webcam_steps10_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459484.5920954,10,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,0.35523509979248047,2.639364584736089,1006.9060299429111,29.03367805480957,4
webcam_steps10_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459484.9723084,10,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,0.3626070022583008,2.696035944540505,1074.3088350864127,29.00125503540039,4
webcam_steps10_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459485.3406856,10,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,0.3610365390777588,2.696035944540505,1035.3188445151318,29.242687225341797,4
webcam_steps10_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459485.7135084,10,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,0.3560163974761963,2.696035944540505,1000.5729563999921,29.49954605102539,4
webcam_steps10_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459486.0863843,10,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,0.3630669116973877,2.692814737630097,1077.0745957415784,29.228294372558594,4
webcam_steps10_imsize256_styleW1e+06_contentW1_style_Van_Gogh_-_Starry_Night_-_Google_Art_Project,1748459486.4706895,10,256,1000000.0,1,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,0.36446547508239746,2.692814737630097,1057.8079418337438,29.050647735595703,4
